"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"GME00102268","DUSSELDORF, GM","1975-09-12","0.37","0.0","57","63","52"
"GME00102268","DUSSELDORF, GM","1975-09-13","0.32","0.0","57","66","50"
"GME00102268","DUSSELDORF, GM","1975-09-14","0.10","0.0","59","65","51"
"GME00102268","DUSSELDORF, GM","1975-09-15","0.00","0.0","57","63","52"
"GME00102268","DUSSELDORF, GM","1975-09-16","0.00","0.0","62","73","47"
"GME00102268","DUSSELDORF, GM","1975-09-17","0.00","0.0","67","76","59"
"GME00102268","DUSSELDORF, GM","1975-09-18","0.08","0.0","66","72","62"
"GME00102268","DUSSELDORF, GM","1975-09-19","0.00","0.0","62","71","55"
"GME00102268","DUSSELDORF, GM","1975-09-20","0.00","0.0","63","74","54"
"GME00102268","DUSSELDORF, GM","1975-09-21","0.02","0.0","59","68","54"
"GME00102268","DUSSELDORF, GM","1975-09-22","0.00","0.0","57","71","42"
"GME00102268","DUSSELDORF, GM","1975-09-23","0.02","0.0","64","75","53"
"GME00102268","DUSSELDORF, GM","1975-09-24","0.01","0.0","62","65","58"
"GME00102268","DUSSELDORF, GM","1975-09-25","0.20","0.0","65","70","60"
"GME00102268","DUSSELDORF, GM","1975-09-26","0.14","0.0","58","69","51"
"GME00102268","DUSSELDORF, GM","1975-09-27","0.17","0.0","62","72","50"
"GME00102268","DUSSELDORF, GM","1975-09-28","0.28","0.0","61","71","58"
"GME00102268","DUSSELDORF, GM","1975-09-29","0.01","0.0","67","75","57"
"GME00102268","DUSSELDORF, GM","1975-09-30","0.31","0.0","69","81","59"
"GME00102268","DUSSELDORF, GM","1975-10-01","0.00","0.0","58","64","54"
"GME00102268","DUSSELDORF, GM","1975-10-02","0.10","0.0","58","67","48"
"GME00102268","DUSSELDORF, GM","1975-10-03","0.02","0.0","57","64","53"
"GME00102268","DUSSELDORF, GM","1975-10-04","0.14","0.0","54","62","47"
"GME00102268","DUSSELDORF, GM","1975-10-05","0.05","0.0","56","59","52"
"GME00102268","DUSSELDORF, GM","1975-10-06","0.00","0.0","58","64","54"
"GME00102268","DUSSELDORF, GM","1975-10-07","0.00","0.0","54","59","49"
"GME00102268","DUSSELDORF, GM","1975-10-08","0.00","0.0","51","55","46"
"GME00102268","DUSSELDORF, GM","1975-10-09","0.05","0.0","48","56","43"
"GME00102268","DUSSELDORF, GM","1975-10-10","0.00","0.0","41","50","34"
"GME00102268","DUSSELDORF, GM","1975-10-11","0.00","0.0","39","49","31"
"GME00102268","DUSSELDORF, GM","1975-10-12","0.22","0.0","42","50","33"
"GME00102268","DUSSELDORF, GM","1975-10-13","0.06","0.0","42","46","35"
"GME00102268","DUSSELDORF, GM","1975-10-14","0.01","0.0","44","48","40"
"GME00102268","DUSSELDORF, GM","1975-10-15","0.01","0.0","51","59","44"
"GME00102268","DUSSELDORF, GM","1975-10-16","0.00","0.0","53","63","47"
"GME00102268","DUSSELDORF, GM","1975-10-17","0.00","0.0","49","57","38"
"GME00102268","DUSSELDORF, GM","1975-10-18","0.00","0.0","50","54","47"
"GME00102268","DUSSELDORF, GM","1975-10-19","0.00","0.0","49","52","45"
"GME00102268","DUSSELDORF, GM","1975-10-20","0.00","0.0","49","52","47"
"GME00102268","DUSSELDORF, GM","1975-10-21","0.02","0.0","47","49","41"
"GME00102268","DUSSELDORF, GM","1975-10-22","0.00","0.0","49","58","44"
"GME00102268","DUSSELDORF, GM","1975-10-23","0.00","0.0","48","59","36"
"GME00102268","DUSSELDORF, GM","1975-10-24","0.00","0.0","50","57","45"
"GME00102268","DUSSELDORF, GM","1975-10-25","0.00","0.0","44","53","41"
"GME00102268","DUSSELDORF, GM","1975-10-26","0.00","0.0","41","58","30"
"GME00102268","DUSSELDORF, GM","1975-10-27","0.01","0.0","40","42","37"
"GME00102268","DUSSELDORF, GM","1975-10-28","0.00","0.0","39","42","32"
"GME00102268","DUSSELDORF, GM","1975-10-29","0.00","0.0","46","58","35"
"GME00102268","DUSSELDORF, GM","1975-10-30","0.00","0.0","51","62","41"
"GME00102268","DUSSELDORF, GM","1975-10-31","0.20","0.0","54","63","41"
"GME00102268","DUSSELDORF, GM","1975-11-01","0.30","0.0","54","61","49"
"GME00102268","DUSSELDORF, GM","1975-11-02","0.00","0.0","52","58","50"
"GME00102268","DUSSELDORF, GM","1975-11-03","0.08","0.0","48","54","39"
"GME00102268","DUSSELDORF, GM","1975-11-04","0.00","0.0","49","51","46"
"GME00102268","DUSSELDORF, GM","1975-11-05","0.00","0.0","47","53","44"
"GME00102268","DUSSELDORF, GM","1975-11-06","0.17","0.0","47","50","44"
"GME00102268","DUSSELDORF, GM","1975-11-07","0.05","0.0","45","47","42"
"GME00102268","DUSSELDORF, GM","1975-11-08","0.00","0.0","45","49","42"
"GME00102268","DUSSELDORF, GM","1975-11-09","0.00","0.0","43","47","39"
"GME00102268","DUSSELDORF, GM","1975-11-10","0.00","0.0","41","44","35"
"GME00102268","DUSSELDORF, GM","1975-11-11","0.00","0.0","43","51","36"
"GME00102268","DUSSELDORF, GM","1975-11-12","0.00","0.0","38","42","35"
"GME00102268","DUSSELDORF, GM","1975-11-13","0.00","0.0","35","37","34"
"GME00102268","DUSSELDORF, GM","1975-11-14","0.00","0.0","36","40","31"
"GME00102268","DUSSELDORF, GM","1975-11-15","0.56","0.0","41","46","33"
"GME00102268","DUSSELDORF, GM","1975-11-16","0.41","0.0","47","49","42"
"GME00102268","DUSSELDORF, GM","1975-11-17","0.04","0.0","49","51","47"
"GME00102268","DUSSELDORF, GM","1975-11-18","0.00","0.0","44","48","41"
"GME00102268","DUSSELDORF, GM","1975-11-19","0.41","0.0","42","47","34"
"GME00102268","DUSSELDORF, GM","1975-11-20","0.03","0.0","46","52","40"
"GME00102268","DUSSELDORF, GM","1975-11-21","0.09","0.0","38","45","32"
"GME00102268","DUSSELDORF, GM","1975-11-22","0.00","0.0","38","43","31"
"GME00102268","DUSSELDORF, GM","1975-11-23","0.00","0.0","33","39","27"
"GME00102268","DUSSELDORF, GM","1975-11-24","0.00","0.0","32","37","28"
"GME00102268","DUSSELDORF, GM","1975-11-25","0.10","0.0","34","39","28"
"GME00102268","DUSSELDORF, GM","1975-11-26","0.32","0.0","41","43","36"
"GME00102268","DUSSELDORF, GM","1975-11-27","0.15","0.0","42","44","39"
"GME00102268","DUSSELDORF, GM","1975-11-28","0.23","0.0","48","50","42"
"GME00102268","DUSSELDORF, GM","1975-11-29","0.39","0.0","41","55","38"
"GME00102268","DUSSELDORF, GM","1975-11-30","0.00","0.0","42","45","37"
"GME00102268","DUSSELDORF, GM","1975-12-01","0.12","0.0","42","44","38"
"GME00102268","DUSSELDORF, GM","1975-12-02","0.30","0.0","46","48","40"
"GME00102268","DUSSELDORF, GM","1975-12-03","0.00","0.0","42","47","35"
"GME00102268","DUSSELDORF, GM","1975-12-04","0.04","0.0","38","42","31"
"GME00102268","DUSSELDORF, GM","1975-12-05","0.07","0.0","42","44","40"
"GME00102268","DUSSELDORF, GM","1975-12-06","0.02","0.0","46","48","42"
"GME00102268","DUSSELDORF, GM","1975-12-07","0.03","0.0","42","44","36"
"GME00102268","DUSSELDORF, GM","1975-12-08","0.00","0.0","42","45","37"
"GME00102268","DUSSELDORF, GM","1975-12-09","0.00","0.0","38","43","29"
"GME00102268","DUSSELDORF, GM","1975-12-10","0.00","0.0","40","42","37"
"GME00102268","DUSSELDORF, GM","1975-12-11","0.00","0.0","40","44","37"
"GME00102268","DUSSELDORF, GM","1975-12-12","0.03","0.0","36","40","33"
"GME00102268","DUSSELDORF, GM","1975-12-13","0.06","0.0","35","40","28"
"GME00102268","DUSSELDORF, GM","1975-12-14","0.01","0.0","26","33","20"
"GME00102268","DUSSELDORF, GM","1975-12-15","0.01","0.0","24","33","17"
"GME00102268","DUSSELDORF, GM","1975-12-16","0.03","0.0","24","27","16"
"GME00102268","DUSSELDORF, GM","1975-12-17","0.00","0.4","30","34","24"
"GME00102268","DUSSELDORF, GM","1975-12-18","0.01","0.0","24","33","18"
"GME00102268","DUSSELDORF, GM","1975-12-19","0.02","0.0","28","33","14"
"GME00102268","DUSSELDORF, GM","1975-12-20","0.03","0.0","35","37","32"
"GME00102268","DUSSELDORF, GM","1975-12-21","0.00","0.0","38","40","36"
"GME00102268","DUSSELDORF, GM","1975-12-22","0.00","0.0","40","42","37"
"GME00102268","DUSSELDORF, GM","1975-12-23","0.00","0.0","42","43","40"
"GME00102268","DUSSELDORF, GM","1975-12-24","0.09","0.0","40","41","36"
"GME00102268","DUSSELDORF, GM","1975-12-25","0.07","0.0","39","40","36"
"GME00102268","DUSSELDORF, GM","1975-12-26","0.01","0.0","40","44","32"
"GME00102268","DUSSELDORF, GM","1975-12-27","0.00","0.0","43","44","41"
"GME00102268","DUSSELDORF, GM","1975-12-28","0.00","0.0","40","42","38"
"GME00102268","DUSSELDORF, GM","1975-12-29","0.00","0.0","38","39","37"
"GME00102268","DUSSELDORF, GM","1975-12-30","0.00","0.0","38","41","35"
"GME00102268","DUSSELDORF, GM","1975-12-31","0.21","0.0","42","44","35"
"GME00102268","DUSSELDORF, GM","1976-01-01","0.53","0.0","42","44","39"
"GME00102268","DUSSELDORF, GM","1976-01-02","0.10","0.0","46","52","37"
"GME00102268","DUSSELDORF, GM","1976-01-03","0.00","0.0","43","54","37"
"GME00102268","DUSSELDORF, GM","1976-01-04","0.09","0.0","38","42","35"
"GME00102268","DUSSELDORF, GM","1976-01-05","0.59","0.0","43","49","34"
"GME00102268","DUSSELDORF, GM","1976-01-06","0.03","0.0","46","48","40"
"GME00102268","DUSSELDORF, GM","1976-01-07","0.02","0.0","47","49","43"
"GME00102268","DUSSELDORF, GM","1976-01-08","0.00","0.0","44","48","42"
"GME00102268","DUSSELDORF, GM","1976-01-09","0.09","0.0","45","47","42"
"GME00102268","DUSSELDORF, GM","1976-01-10","0.19","0.0","44","47","40"
"GME00102268","DUSSELDORF, GM","1976-01-11","0.17","0.0","51","53","46"
"GME00102268","DUSSELDORF, GM","1976-01-12","0.03","0.0","49","51","48"
"GME00102268","DUSSELDORF, GM","1976-01-13","0.13","0.0","47","49","43"
"GME00102268","DUSSELDORF, GM","1976-01-14","0.12","0.0","46","48","43"
"GME00102268","DUSSELDORF, GM","1976-01-15","0.40","0.0","44","46","41"
"GME00102268","DUSSELDORF, GM","1976-01-16","0.05","0.0","45","47","42"
"GME00102268","DUSSELDORF, GM","1976-01-17","0.00","0.0","43","45","40"
"GME00102268","DUSSELDORF, GM","1976-01-18","0.02","0.0","39","42","37"
"GME00102268","DUSSELDORF, GM","1976-01-19","0.02","0.0","42","45","37"
"GME00102268","DUSSELDORF, GM","1976-01-20","0.26","0.0","46","48","42"
"GME00102268","DUSSELDORF, GM","1976-01-21","0.09","0.0","43","46","41"
"GME00102268","DUSSELDORF, GM","1976-01-22","0.18","0.0","45","48","42"
"GME00102268","DUSSELDORF, GM","1976-01-23","0.12","0.0","43","51","35"
"GME00102268","DUSSELDORF, GM","1976-01-24","0.09","0.0","34","38","30"
"GME00102268","DUSSELDORF, GM","1976-01-25","0.10","0.0","33","36","29"
"GME00102268","DUSSELDORF, GM","1976-01-26","0.38","0.0","27","33","20"
"GME00102268","DUSSELDORF, GM","1976-01-27","0.11","3.5","30","35","22"
"GME00102268","DUSSELDORF, GM","1976-01-28","0.00","3.1","20","32","9"
"GME00102268","DUSSELDORF, GM","1976-01-29","0.00","2.8","19","26","11"
"GME00102268","DUSSELDORF, GM","1976-01-30","0.00","2.8","17","26","6"
"GME00102268","DUSSELDORF, GM","1976-01-31","0.00","2.8","22","27","15"
"GME00102268","DUSSELDORF, GM","1976-02-01","0.00","2.8","25","30","17"
"GME00102268","DUSSELDORF, GM","1976-02-02","0.00","2.8","24","32","13"
"GME00102268","DUSSELDORF, GM","1976-02-03","0.00","2.4","32","34","28"
"GME00102268","DUSSELDORF, GM","1976-02-04","0.00","2.4","29","39","19"
"GME00102268","DUSSELDORF, GM","1976-02-05","0.00","2.4","32","38","24"
"GME00102268","DUSSELDORF, GM","1976-02-06","0.00","2.4","32","39","23"
"GME00102268","DUSSELDORF, GM","1976-02-07","0.00","2.4","37","39","27"
"GME00102268","DUSSELDORF, GM","1976-02-08","0.00","1.2","37","39","35"
"GME00102268","DUSSELDORF, GM","1976-02-09","0.08","0.0","39","42","36"
"GME00102268","DUSSELDORF, GM","1976-02-10","0.25","0.0","39","42","36"
"GME00102268","DUSSELDORF, GM","1976-02-11","0.20","0.0","37","41","33"
"GME00102268","DUSSELDORF, GM","1976-02-12","0.74","0.0","37","40","33"
"GME00102268","DUSSELDORF, GM","1976-02-13","0.15","0.0","37","42","33"
"GME00102268","DUSSELDORF, GM","1976-02-14","0.00","0.0","32","36","30"
"GME00102268","DUSSELDORF, GM","1976-02-15","0.01","0.0","29","31","26"
"GME00102268","DUSSELDORF, GM","1976-02-16","0.00","0.0","33","35","29"
"GME00102268","DUSSELDORF, GM","1976-02-17","0.00","0.0","38","42","32"
"GME00102268","DUSSELDORF, GM","1976-02-18","0.00","0.0","39","45","32"
"GME00102268","DUSSELDORF, GM","1976-02-19","0.00","0.0","43","53","35"
"GME00102268","DUSSELDORF, GM","1976-02-20","0.00","0.0","48","54","42"
"GME00102268","DUSSELDORF, GM","1976-02-21","0.00","0.0","47","51","43"
"GME00102268","DUSSELDORF, GM","1976-02-22","0.00","0.0","46","53","42"
"GME00102268","DUSSELDORF, GM","1976-02-23","0.00","0.0","45","55","37"
"GME00102268","DUSSELDORF, GM","1976-02-24","0.04","0.0","45","48","40"
"GME00102268","DUSSELDORF, GM","1976-02-25","0.00","0.0","49","54","46"
"GME00102268","DUSSELDORF, GM","1976-02-26","0.00","0.0","47","52","44"
"GME00102268","DUSSELDORF, GM","1976-02-27","0.00","0.0","45","51","38"
"GME00102268","DUSSELDORF, GM","1976-02-28","0.00","0.0","47","56","38"
"GME00102268","DUSSELDORF, GM","1976-02-29","0.03","0.0","49","60","38"
"GME00102268","DUSSELDORF, GM","1976-03-01","0.00","0.0","43","54","35"
"GME00102268","DUSSELDORF, GM","1976-03-02","0.00","0.0","38","48","29"
"GME00102268","DUSSELDORF, GM","1976-03-03","0.00","0.0","38","52","27"
"GME00102268","DUSSELDORF, GM","1976-03-04","0.00","0.0","38","53","25"
"GME00102268","DUSSELDORF, GM","1976-03-05","0.00","0.0","32","40","24"
"GME00102268","DUSSELDORF, GM","1976-03-06","0.00","0.0","30","38","22"
"GME00102268","DUSSELDORF, GM","1976-03-07","0.00","0.0","30","37","25"
"GME00102268","DUSSELDORF, GM","1976-03-08","0.00","0.0","28","35","20"
"GME00102268","DUSSELDORF, GM","1976-03-09","0.00","0.0","29","35","24"
"GME00102268","DUSSELDORF, GM","1976-03-10","0.00","0.0","32","41","21"
"GME00102268","DUSSELDORF, GM","1976-03-11","0.00","0.0","38","45","31"
"GME00102268","DUSSELDORF, GM","1976-03-12","0.03","0.0","42","49","37"
"GME00102268","DUSSELDORF, GM","1976-03-13","0.00","0.0","45","53","40"
"GME00102268","DUSSELDORF, GM","1976-03-14","0.00","0.0","41","53","28"
"GME00102268","DUSSELDORF, GM","1976-03-15","0.01","0.0","41","50","30"
"GME00102268","DUSSELDORF, GM","1976-03-16","0.02","0.0","43","47","40"
"GME00102268","DUSSELDORF, GM","1976-03-17","0.24","0.0","42","47","36"
"GME00102268","DUSSELDORF, GM","1976-03-18","0.00","0.0","43","46","41"
"GME00102268","DUSSELDORF, GM","1976-03-19","0.00","0.0","36","41","29"
"GME00102268","DUSSELDORF, GM","1976-03-20","0.00","0.0","34","45","21"
"GME00102268","DUSSELDORF, GM","1976-03-21","0.00","0.0","34","43","23"
"GME00102268","DUSSELDORF, GM","1976-03-22","0.00","0.0","32","41","21"
"GME00102268","DUSSELDORF, GM","1976-03-23","0.00","0.0","34","45","20"
"GME00102268","DUSSELDORF, GM","1976-03-24","0.09","0.0","36","46","24"
"GME00102268","DUSSELDORF, GM","1976-03-25","0.13","0.0","44","49","36"
"GME00102268","DUSSELDORF, GM","1976-03-26","0.30","0.0","47","52","39"
"GME00102268","DUSSELDORF, GM","1976-03-27","0.01","0.0","43","49","36"
"GME00102268","DUSSELDORF, GM","1976-03-28","0.00","0.0","48","56","43"
"GME00102268","DUSSELDORF, GM","1976-03-29","0.00","0.0","49","59","43"
"GME00102268","DUSSELDORF, GM","1976-03-30","0.00","0.0","47","53","44"
"GME00102268","DUSSELDORF, GM","1976-03-31","0.00","0.0","50","60","43"
"GME00102268","DUSSELDORF, GM","1976-04-01","0.00","0.0","54","65","43"
"GME00102268","DUSSELDORF, GM","1976-04-02","0.15","0.0","56","61","50"
"GME00102268","DUSSELDORF, GM","1976-04-03","0.00","0.0","46","53","41"
"GME00102268","DUSSELDORF, GM","1976-04-04","0.17","0.0","44","48","37"
"GME00102268","DUSSELDORF, GM","1976-04-05","0.00","0.0","47","59","33"
"GME00102268","DUSSELDORF, GM","1976-04-06","0.02","0.0","45","51","39"
"GME00102268","DUSSELDORF, GM","1976-04-07","0.08","0.0","40","48","30"
"GME00102268","DUSSELDORF, GM","1976-04-08","0.00","0.0","41","49","34"
"GME00102268","DUSSELDORF, GM","1976-04-09","0.00","0.0","41","52","29"
"GME00102268","DUSSELDORF, GM","1976-04-10","0.00","0.0","44","57","28"
"GME00102268","DUSSELDORF, GM","1976-04-11","0.00","0.0","50","61","36"
"GME00102268","DUSSELDORF, GM","1976-04-12","0.00","0.0","50","59","37"
"GME00102268","DUSSELDORF, GM","1976-04-13","0.00","0.0","50","64","33"
"GME00102268","DUSSELDORF, GM","1976-04-14","0.00","0.0","50","56","45"
"GME00102268","DUSSELDORF, GM","1976-04-15","0.00","0.0","52","65","34"
"GME00102268","DUSSELDORF, GM","1976-04-16","0.00","0.0","48","57","43"
"GME00102268","DUSSELDORF, GM","1976-04-17","0.00","0.0","53","68","38"
"GME00102268","DUSSELDORF, GM","1976-04-18","0.00","0.0","56","69","41"
"GME00102268","DUSSELDORF, GM","1976-04-19","0.00","0.0","59","70","46"
"GME00102268","DUSSELDORF, GM","1976-04-20","0.00","0.0","56","66","45"
"GME00102268","DUSSELDORF, GM","1976-04-21","0.00","0.0","44","54","39"
"GME00102268","DUSSELDORF, GM","1976-04-22","0.00","0.0","42","50","34"
"GME00102268","DUSSELDORF, GM","1976-04-23","0.00","0.0","39","47","29"
"GME00102268","DUSSELDORF, GM","1976-04-24","0.00","0.0","42","47","33"
"GME00102268","DUSSELDORF, GM","1976-04-25","0.00","0.0","50","58","43"
"GME00102268","DUSSELDORF, GM","1976-04-26","0.00","0.0","50","60","40"
"GME00102268","DUSSELDORF, GM","1976-04-27","0.00","0.0","44","51","39"
"GME00102268","DUSSELDORF, GM","1976-04-28","0.00","0.0","39","49","28"
"GME00102268","DUSSELDORF, GM","1976-04-29","0.00","0.0","41","52","26"
"GME00102268","DUSSELDORF, GM","1976-04-30","0.00","0.0","47","56","37"
"GME00102268","DUSSELDORF, GM","1976-05-01","0.00","0.0","50","63","34"
"GME00102268","DUSSELDORF, GM","1976-05-02","0.02","0.0","51","58","40"
"GME00102268","DUSSELDORF, GM","1976-05-03","0.30","0.0","50","54","47"
"GME00102268","DUSSELDORF, GM","1976-05-04","0.00","0.0","51","60","43"
"GME00102268","DUSSELDORF, GM","1976-05-05","0.00","0.0","58","71","42"
"GME00102268","DUSSELDORF, GM","1976-05-06","0.00","0.0","66","79","47"
"GME00102268","DUSSELDORF, GM","1976-05-07","0.00","0.0","69","85","50"
"GME00102268","DUSSELDORF, GM","1976-05-08","0.00","0.0","73","89","62"
"GME00102268","DUSSELDORF, GM","1976-05-09","0.00","0.0","73","87","53"
"GME00102268","DUSSELDORF, GM","1976-05-10","0.00","0.0","74","89","58"
"GME00102268","DUSSELDORF, GM","1976-05-11","0.00","0.0","58","74","52"
"GME00102268","DUSSELDORF, GM","1976-05-12","0.10","0.0","57","65","51"
"GME00102268","DUSSELDORF, GM","1976-05-13","0.21","0.0","49","60","44"
"GME00102268","DUSSELDORF, GM","1976-05-14","0.00","0.0","50","64","36"
"GME00102268","DUSSELDORF, GM","1976-05-15","0.00","0.0","59","74","47"
"GME00102268","DUSSELDORF, GM","1976-05-16","0.00","0.0","60","69","54"
"GME00102268","DUSSELDORF, GM","1976-05-17","0.00","0.0","64","76","45"
"GME00102268","DUSSELDORF, GM","1976-05-18","0.06","0.0","67","83","55"
"GME00102268","DUSSELDORF, GM","1976-05-19","0.12","0.0","59","67","54"
"GME00102268","DUSSELDORF, GM","1976-05-20","0.26","0.0","58","67","53"
"GME00102268","DUSSELDORF, GM","1976-05-21","0.24","0.0","51","60","47"
"GME00102268","DUSSELDORF, GM","1976-05-22","0.00","0.0","54","64","47"
"GME00102268","DUSSELDORF, GM","1976-05-23","0.00","0.0","58","71","43"
"GME00102268","DUSSELDORF, GM","1976-05-24","0.00","0.0","56","64","43"
"GME00102268","DUSSELDORF, GM","1976-05-25","0.11","0.0","58","73","41"
"GME00102268","DUSSELDORF, GM","1976-05-26","0.19","0.0","54","63","48"
"GME00102268","DUSSELDORF, GM","1976-05-27","0.08","0.0","52","57","48"
"GME00102268","DUSSELDORF, GM","1976-05-28","0.00","0.0","54","63","50"
"GME00102268","DUSSELDORF, GM","1976-05-29","0.11","0.0","57","71","44"
"GME00102268","DUSSELDORF, GM","1976-05-30","0.22","0.0","57","68","49"
"GME00102268","DUSSELDORF, GM","1976-05-31","0.53","0.0","57","63","52"
"GME00102268","DUSSELDORF, GM","1976-06-01","0.39","0.0","56","63","52"
"GME00102268","DUSSELDORF, GM","1976-06-02","0.02","0.0","52","57","50"
"GME00102268","DUSSELDORF, GM","1976-06-03","0.03","0.0","49","51","45"
"GME00102268","DUSSELDORF, GM","1976-06-04","0.00","0.0","50","58","45"
"GME00102268","DUSSELDORF, GM","1976-06-05","0.00","0.0","56","70","36"
"GME00102268","DUSSELDORF, GM","1976-06-06","0.00","0.0","62","76","47"
"GME00102268","DUSSELDORF, GM","1976-06-07","0.00","0.0","66","78","47"
"GME00102268","DUSSELDORF, GM","1976-06-08","0.00","0.0","71","82","53"
"GME00102268","DUSSELDORF, GM","1976-06-09","0.00","0.0","76","85","60"
"GME00102268","DUSSELDORF, GM","1976-06-10","0.00","0.0","67","79","60"
"GME00102268","DUSSELDORF, GM","1976-06-11","0.00","0.0","63","74","52"
"GME00102268","DUSSELDORF, GM","1976-06-12","0.00","0.0","71","85","60"
"GME00102268","DUSSELDORF, GM","1976-06-13","0.00","0.0","67","76","58"
"GME00102268","DUSSELDORF, GM","1976-06-14","0.00","0.0","68","83","50"
"GME00102268","DUSSELDORF, GM","1976-06-15","0.00","0.0","66","77","56"
"GME00102268","DUSSELDORF, GM","1976-06-16","0.00","0.0","60","64","55"
"GME00102268","DUSSELDORF, GM","1976-06-17","0.00","0.0","62","76","46"
"GME00102268","DUSSELDORF, GM","1976-06-18","0.00","0.0","65","78","48"
"GME00102268","DUSSELDORF, GM","1976-06-19","0.19","0.0","63","71","59"
"GME00102268","DUSSELDORF, GM","1976-06-20","0.07","0.0","60","69","56"
"GME00102268","DUSSELDORF, GM","1976-06-21","0.00","0.0","63","73","54"
"GME00102268","DUSSELDORF, GM","1976-06-22","0.00","0.0","67","76","54"
"GME00102268","DUSSELDORF, GM","1976-06-23","0.00","0.0","71","83","54"
"GME00102268","DUSSELDORF, GM","1976-06-24","0.00","0.0","75","89","54"
"GME00102268","DUSSELDORF, GM","1976-06-25","0.00","0.0","77","91","58"
"GME00102268","DUSSELDORF, GM","1976-06-26","0.00","0.0","78","92","60"
"GME00102268","DUSSELDORF, GM","1976-06-27","0.00","0.0","80","93","62"
"GME00102268","DUSSELDORF, GM","1976-06-28","0.00","0.0","78","90","63"
"GME00102268","DUSSELDORF, GM","1976-06-29","0.00","0.0","74","86","60"
"GME00102268","DUSSELDORF, GM","1976-06-30","0.00","0.0","78","90","61"
"GME00102268","DUSSELDORF, GM","1976-07-01","0.00","0.0","75","87","63"
"GME00102268","DUSSELDORF, GM","1976-07-02","0.00","0.0","76","92","52"
"GME00102268","DUSSELDORF, GM","1976-07-03","0.00","0.0","80","98","58"
"GME00102268","DUSSELDORF, GM","1976-07-04","0.00","0.0","81","97","63"
"GME00102268","DUSSELDORF, GM","1976-07-05","0.00","0.0","78","93","62"
"GME00102268","DUSSELDORF, GM","1976-07-06","0.00","0.0","75","88","60"
"GME00102268","DUSSELDORF, GM","1976-07-07","0.00","0.0","74","89","55"
"GME00102268","DUSSELDORF, GM","1976-07-08","0.00","0.0","75","89","57"
"GME00102268","DUSSELDORF, GM","1976-07-09","0.00","0.0","70","83","55"
"GME00102268","DUSSELDORF, GM","1976-07-10","0.02","0.0","68","80","61"
"GME00102268","DUSSELDORF, GM","1976-07-11","0.00","0.0","69","81","54"
"GME00102268","DUSSELDORF, GM","1976-07-12","0.07","0.0","76","90","62"
"GME00102268","DUSSELDORF, GM","1976-07-13","0.22","0.0","67","79","62"
"GME00102268","DUSSELDORF, GM","1976-07-14","0.00","0.0","70","82","63"
"GME00102268","DUSSELDORF, GM","1976-07-15","0.00","0.0","73","87","58"
"GME00102268","DUSSELDORF, GM","1976-07-16","0.06","0.0","80","97","66"
"GME00102268","DUSSELDORF, GM","1976-07-17","0.13","0.0","73","80","67"
"GME00102268","DUSSELDORF, GM","1976-07-18","0.00","0.0","70","77","65"
"GME00102268","DUSSELDORF, GM","1976-07-19","0.00","0.0","73","83","65"
"GME00102268","DUSSELDORF, GM","1976-07-20","0.63","0.0","70","78","64"
"GME00102268","DUSSELDORF, GM","1976-07-21","1.33","0.0","58","67","55"
"GME00102268","DUSSELDORF, GM","1976-07-22","0.02","0.0","60","66","55"
"GME00102268","DUSSELDORF, GM","1976-07-23","0.00","0.0","62","73","48"
"GME00102268","DUSSELDORF, GM","1976-07-24","0.05","0.0","61","71","53"
"GME00102268","DUSSELDORF, GM","1976-07-25","0.12","0.0","61","67","56"
"GME00102268","DUSSELDORF, GM","1976-07-26","0.00","0.0","63","72","50"
"GME00102268","DUSSELDORF, GM","1976-07-27","0.00","0.0","64","70","53"
"GME00102268","DUSSELDORF, GM","1976-07-28","0.01","0.0","62","70","54"
"GME00102268","DUSSELDORF, GM","1976-07-29","0.00","0.0","62","72","53"
"GME00102268","DUSSELDORF, GM","1976-07-30","0.03","0.0","65","77","55"
"GME00102268","DUSSELDORF, GM","1976-07-31","0.20","0.0","58","69","53"
"GME00102268","DUSSELDORF, GM","1976-08-01","0.04","0.0","57","65","46"
"GME00102268","DUSSELDORF, GM","1976-08-02","0.03","0.0","60","69","56"
"GME00102268","DUSSELDORF, GM","1976-08-03","0.20","0.0","61","68","56"
"GME00102268","DUSSELDORF, GM","1976-08-04","0.00","0.0","61","68","54"
"GME00102268","DUSSELDORF, GM","1976-08-05","0.00","0.0","61","68","53"
"GME00102268","DUSSELDORF, GM","1976-08-06","0.00","0.0","63","72","53"
"GME00102268","DUSSELDORF, GM","1976-08-07","0.00","0.0","62","71","50"
"GME00102268","DUSSELDORF, GM","1976-08-08","0.00","0.0","66","76","51"
"GME00102268","DUSSELDORF, GM","1976-08-09","0.00","0.0","67","78","51"
"GME00102268","DUSSELDORF, GM","1976-08-10","0.00","0.0","68","79","57"
"GME00102268","DUSSELDORF, GM","1976-08-11","0.00","0.0","67","80","56"
"GME00102268","DUSSELDORF, GM","1976-08-12","0.00","0.0","67","82","53"
"GME00102268","DUSSELDORF, GM","1976-08-13","0.00","0.0","67","78","57"
"GME00102268","DUSSELDORF, GM","1976-08-14","0.00","0.0","65","77","52"
"GME00102268","DUSSELDORF, GM","1976-08-15","0.00","0.0","67","79","55"
"GME00102268","DUSSELDORF, GM","1976-08-16","0.00","0.0","67","79","51"
